id	effectiveTime	active	moduleId	refSetId	referencedComponentId	attributeValue
60612276-27ae-41d4-aede-8d14878afc9d	20130426T060556Z	1	900000000000207008	450994008	75478009	
ce86fc30-e0b8-4f13-85cd-07b77083ebcc	20130426T060556Z	1	900000000000207008	450994008	293495006	
4d835567-5b4a-4349-a4da-4a051ab27f22	20130426T060556Z	1	900000000000207008	450994008	292327002	
ae00481c-dcd6-4423-acc2-c5dd38dc22ad	20130426T060556Z	1	900000000000207008	450994008	293507007	
a5ebaf81-9224-4287-860f-1ea27a017c66	20130426T060556Z	1	900000000000207008	450994008	62014003	
1a2f3494-f5e8-46a5-aee0-7a9c11d7bdc1	20130426T060556Z	1	900000000000207008	450994008	55680006	
86f2bbae-0745-4793-9366-7c3a5c14178f	20130426T060556Z	1	900000000000207008	450994008	293104008	
5080eb37-29ae-4ab5-975b-4e26b00a7776	20130426T060556Z	1	900000000000207008	450994008	45376003	
a17a088f-52fd-4d02-a49c-a769bf83c03f	20130426T060556Z	1	900000000000207008	450994008	292954005	
db048ec6-5c0a-40d4-97ed-a927ac283968	20130426T060556Z	1	900000000000207008	450994008	292799005	
0dfd24c2-72ef-4c03-8325-5e56e9e20c04	20130426T060556Z	1	900000000000207008	450994008	419042001	
7b97b1e3-be93-4914-85be-a727593bbda9	20130426T063335Z	1	900000000000207008	450994008	48694002	
bf105da4-63a2-43f3-ac2c-cf922d748923	20130426T063335Z	1	900000000000207008	450994008	386689009	
dcc58c74-8909-456d-938e-2eaf65710fa1	20130426T063335Z	1	900000000000207008	450994008	91175000	
22800836-4562-40a7-afdc-f0eeb367c65a	20130426T063335Z	1	900000000000207008	450994008	43724002	
623b87ed-0631-4bf2-b854-915cc26e8c86	20130426T063335Z	1	900000000000207008	450994008	224977004	
ef9e5497-42aa-4e0a-8a39-a0f63ab0d848	20130426T063335Z	1	900000000000207008	450994008	45757002	
213d1233-1a89-4b0a-a496-29cc10ea9e1a	20130426T063335Z	1	900000000000207008	450994008	18876004	
c4478095-aa51-4841-87c0-a0b13b52471c	20130426T063335Z	1	900000000000207008	450994008	309086004	
e79f37c2-a231-4d98-a2b3-340688bc3351	20130426T063335Z	1	900000000000207008	450994008	129844000	
92d36e8f-ab7a-4d78-ab7e-2b396084bc9a	20130426T063335Z	1	900000000000207008	450994008	2314005	
a3687bbc-a648-4be0-9099-c616658771bd	20130426T063335Z	1	900000000000207008	450994008	20301004	
4baf0c84-59f4-48d5-97e7-f7537cd3acc1	20130426T063335Z	1	900000000000207008	450994008	40917007	
901d5cd4-ac17-4e27-8442-74304d038b42	20130426T063335Z	1	900000000000207008	450994008	21134002	
0edf95c3-45cb-4b49-b26d-e182844caf48	20130426T063335Z	1	900000000000207008	450994008	185351004	
154f7daf-0d45-42ab-8d74-a3ee57cd0da6	20130426T063335Z	1	900000000000207008	450994008	82991003	
08f166d2-09cf-4d46-8cfe-610c231868e1	20130426T063335Z	1	900000000000207008	450994008	27678003	
f1787c54-540b-4780-a337-cba6d9a8f2f5	20130426T063335Z	1	900000000000207008	450994008	23268009	
c2c48b04-2f1a-4fd9-b4d0-004fec793da4	20130426T063335Z	1	900000000000207008	450994008	48167000	
a9c99534-27c6-4813-9761-d90a29ff5254	20130426T063335Z	1	900000000000207008	450994008	54586004	
51421f20-320d-4fe6-8ef0-bf3e28f685ef	20130426T063335Z	1	900000000000207008	450994008	8517006	
662f8168-ae94-427c-a40f-017f25841a16	20130426T063335Z	1	900000000000207008	450994008	418290006	
062eeb85-d88a-4e0e-9615-85f9fa0a79b6	20130426T063335Z	1	900000000000207008	450994008	62744007	
33367e84-c5f1-4a29-ab15-c84da8a49a6d	20130426T063335Z	1	900000000000207008	450994008	4821001	
5b29b742-9bae-4f1c-bad8-591d905baec4	20130426T063335Z	1	900000000000207008	450994008	9763007	
6d9349b4-7191-4403-8f00-db25ec2503fc	20130426T063335Z	1	900000000000207008	450994008	35491004	
1967ee65-897b-43ea-a4ba-421dfe1b11c9	20130426T063335Z	1	900000000000207008	450994008	105484002	
0f01cf6a-be07-4e89-90c3-7a9a1c54cc46	20130426T063335Z	1	900000000000207008	450994008	30721006	
7279911e-2efd-47b1-931a-41cb64ef7ab6	20130426T063335Z	1	900000000000207008	450994008	214264003	
93933876-3c63-4681-9fe6-0e4ce82a89ac	20130426T063335Z	1	900000000000207008	450994008	309469004	
5e4cec8d-6214-4bee-8c95-da8941085474	20130426T063335Z	1	900000000000207008	450994008	42800007	
3900546d-6061-44e6-b33b-356a854e392a	20130426T063335Z	1	900000000000207008	450994008	248298009	
4190a7fc-29a2-4746-9e80-0c1faa861169	20130426T063335Z	1	900000000000207008	450994008	409037000	
986699ca-50a9-42aa-b832-44fd62c7acb3	20130426T063335Z	1	900000000000207008	450994008	68962001	
1348c80b-d47c-483f-ae4e-43c12bd755d7	20130426T063335Z	1	900000000000207008	450994008	313279000	
6d2d5f4d-884a-4710-869f-31a7e49ccf8b	20130426T063335Z	1	900000000000207008	450994008	262551003	
6e08703c-afe2-482f-a003-f700fd1f4946	20130426T063335Z	1	900000000000207008	450994008	297982009	
9445c111-f5f4-45a3-b4bc-b378c9a3ff30	20130426T063335Z	1	900000000000207008	450994008	300197009	
8ac3346b-821d-4c51-a863-50ff5cc3dd35	20130426T063335Z	1	900000000000207008	450994008	36349006	
9729790c-f221-4501-aeb0-d2a53a699244	20130426T063335Z	1	900000000000207008	450994008	395507008	
c5ac461c-f46e-4144-8cca-a46bb6f5dc87	20130426T063335Z	1	900000000000207008	450994008	30473006	
1b2fd8eb-84e4-4649-a4f7-dde75dbc644c	20130426T063335Z	1	900000000000207008	450994008	65124004	
90a8c01e-22fd-4ca5-951d-f2a3c28f838d	20130426T063335Z	1	900000000000207008	450994008	7093002	
103be671-0ea0-49dc-8898-5e89d1010083	20130426T063335Z	1	900000000000207008	450994008	315642008	
0fc707db-ea20-40ab-acb8-6aa5cdaecb51	20130426T063335Z	1	900000000000207008	450994008	278040002	
21f2314a-b228-42a5-8630-e53b6fa498f6	20130426T063335Z	1	900000000000207008	450994008	386692008	
721bd503-1936-415f-a037-9f3237467fa9	20130426T063335Z	1	900000000000207008	450994008	271739002	
4104ced7-f0c7-407f-9b2d-7f4cb9071bd6	20130426T063335Z	1	900000000000207008	450994008	424196004	
41371b39-f9fb-4804-9c67-5a6eb5b4dfcd	20130426T063335Z	1	900000000000207008	450994008	429783005	
35438caf-6467-475c-918a-940d4f1fcd7b	20130426T063335Z	1	900000000000207008	450994008	102614006	
a575456c-dd20-4abc-b0fc-8e16a27fdfcc	20130426T063335Z	1	900000000000207008	450994008	279029001	
776afa29-61cd-4e7e-91db-9dff9ae1d782	20130426T063335Z	1	900000000000207008	450994008	102618009	
d94a38e7-6cd4-4c89-8639-ef38932ad8e8	20130426T063335Z	1	900000000000207008	450994008	39575007	
7a7e3035-4e4e-427b-8a95-82a069e01cde	20130426T063335Z	1	900000000000207008	450994008	425131000	
24588672-714f-44c6-b8d5-4e5ebf8aafd3	20130426T063335Z	1	900000000000207008	450994008	301717006	
2c9f6c26-bad1-46a4-b297-3b0b5b96e105	20130426T063335Z	1	900000000000207008	450994008	61281005	
66be6669-241b-48df-9b0d-4e0022df92f4	20130426T063335Z	1	900000000000207008	450994008	274147008	
23d652e9-53ca-4fcc-bc24-c1d19435d860	20130426T063335Z	1	900000000000207008	450994008	160830003	
457e9685-acd1-42cb-a424-f120f802ae00	20130426T063335Z	1	900000000000207008	450994008	13791008	
eceb5302-8f4b-43a0-8e1b-af455941fd3a	20130426T063335Z	1	900000000000207008	450994008	309615009	
b30c474a-d3f0-414a-bcdb-091f95c50e2e	20130426T063335Z	1	900000000000207008	450994008	48867003	
cd681138-04a5-4e65-af0c-f3f04fc05d2d	20130426T063335Z	1	900000000000207008	450994008	53430007	
2f78a9ec-fa8c-4a60-a108-3f7a84ce7065	20130426T063335Z	1	900000000000207008	450994008	33553000	
a154977d-8304-4c4d-974b-e6124685dc32	20130426T063335Z	1	900000000000207008	450994008	238131007	
6c3b30f8-88c7-4278-956c-3cae522cbb94	20130426T063335Z	1	900000000000207008	450994008	95673003	
0cff94ef-8eb5-419b-9e42-7ba94a16e31a	20130426T063335Z	1	900000000000207008	450994008	268463003	
01c55b26-c181-4ae9-b8bb-95b04a3abf33	20130426T063335Z	1	900000000000207008	450994008	268227001	
9defde5c-ad76-4252-b699-7f71d34896d4	20130426T063335Z	1	900000000000207008	450994008	225553008	
21bc37a3-afee-471d-9cfc-54945f51b36d	20130426T063335Z	1	900000000000207008	450994008	90834002	
91cbce77-78ce-449d-9ffe-725d040cc9e9	20130426T063335Z	1	900000000000207008	450994008	63234004	
f143dd24-949c-4799-9f97-b16074aa0076	20130426T063335Z	1	900000000000207008	450994008	102947004	
dcf7e7a6-611d-419b-9c88-ae2e18fccffc	20130426T063335Z	1	900000000000207008	450994008	162351000	
aff4a564-ae8b-40ec-ab17-85b38bd97ce8	20130426T063335Z	1	900000000000207008	450994008	29738008	
bb37bb45-1b41-41c5-818a-fbc6ddda4c93	20130426T063335Z	1	900000000000207008	450994008	2910007	
23c0d43f-39d3-4c9f-ba6a-4635bf8e15df	20130426T063335Z	1	900000000000207008	450994008	248096004	
b7428c8d-b67c-4e12-b1cf-db3c1899791a	20130426T063335Z	1	900000000000207008	450994008	301191003	
a931edb1-ca35-422a-ae4e-004bce59ebb6	20130426T063335Z	1	900000000000207008	450994008	91019004	
4b59a75c-4cc3-4dc7-ae00-559326f82393	20130426T063335Z	1	900000000000207008	450994008	7751009	
e84d37aa-b218-47d6-9612-8e9c17523914	20130426T063335Z	1	900000000000207008	450994008	27034006	
cd0e0f07-2211-4c7d-84d2-c770711d4b12	20130426T063335Z	1	900000000000207008	450994008	248282002	
b131dc95-5193-4852-88bf-88755abd151f	20130426T063335Z	1	900000000000207008	450994008	281016006	
ab03ccae-a036-4e12-b840-16d07eab0dcf	20130426T063335Z	1	900000000000207008	450994008	404904002	
490209f3-3c0e-4956-a7c2-cc512858684f	20130426T063335Z	1	900000000000207008	450994008	162561006	
982a035e-9d51-45f2-a1c8-f08f2a0fcb60	20130426T063335Z	1	900000000000207008	450994008	102589003	
1f2f00e2-815a-4401-9593-35455a099b4d	20130426T063335Z	1	900000000000207008	450994008	58250006	
3c74fd1a-11dc-481c-9489-132009e6a457	20130426T063335Z	1	900000000000207008	450994008	52073004	
c3101af8-43e3-4805-9f69-3daaac663c72	20130426T063335Z	1	900000000000207008	450994008	301218000	
872981cd-f12e-45da-9034-a453bea54254	20130426T063335Z	1	900000000000207008	450994008	102556003	
f733e5c7-f66a-4c6d-aed6-71e986471d35	20130426T063335Z	1	900000000000207008	450994008	281245003	
595890b7-a93e-4e33-93dd-b3de1e2c971a	20130426T063335Z	1	900000000000207008	450994008	102609007	
5202706c-c85a-4472-a2c3-7fb8bfe6b4f9	20130426T063335Z	1	900000000000207008	450994008	398212009	
b7b2bb46-3c41-4e22-a750-a1fe02fcede5	20130426T063335Z	1	900000000000207008	450994008	29679002	
24548526-3450-4271-b2e0-b95161402ea8	20130426T063335Z	1	900000000000207008	450994008	214031005	
d933e3f0-0f72-4472-86c5-8017c784e0fb	20130426T063335Z	1	900000000000207008	450994008	22325002	
e0b46383-66b9-48ad-a595-f6e8d5b73740	20130426T063335Z	1	900000000000207008	450994008	38343000	
877e3f1d-08b6-4735-ae28-128e8a303924	20130426T063335Z	1	900000000000207008	450994008	53339009	
08059234-bdb1-4cd1-a985-fe3d42b4ffac	20130426T063335Z	1	900000000000207008	450994008	192019001	
ae487702-dcb2-42eb-862d-85fe0ffd531f	20130426T063335Z	1	900000000000207008	450994008	19418005	
5a069421-bb3d-4a41-91c2-36633c64649e	20130426T063335Z	1	900000000000207008	450994008	300855001	
a285eb3e-d8bb-450f-bc70-f3dad4fe83c4	20130426T063335Z	1	900000000000207008	450994008	249808002	
d4b430fe-9206-461d-b531-c3cc80cfb647	20130426T063335Z	1	900000000000207008	450994008	73438004	
5b9a5a62-50b8-44f7-8ebf-69ce54531381	20130426T063335Z	1	900000000000207008	450994008	811004	
e8f31891-9be3-41e4-b9ac-261da6636fc6	20130426T063335Z	1	900000000000207008	450994008	57676002	
c2eabdd8-e860-4001-b8a5-0b13fd23ce5a	20130426T063335Z	1	900000000000207008	450994008	250069006	
bd7409d2-1960-49a5-a80a-fe05af2bc9cb	20130426T063335Z	1	900000000000207008	450994008	217082002	
9a13d479-5f67-4a65-8652-0bbb3e440767	20130426T063335Z	1	900000000000207008	450994008	266971002	
e53313b7-2470-4e39-b02d-6ec9a3f2d077	20130426T063335Z	1	900000000000207008	450994008	228158008	
0c7187ae-2f31-4add-9a76-1a2e0d023c7f	20130426T063335Z	1	900000000000207008	450994008	248224004	
8a0810d0-e7ec-4696-8475-00750c93ccd8	20130426T063335Z	1	900000000000207008	450994008	200149009	
3778b148-e1c5-48f5-b89a-1c6af4bfb97c	20130426T063335Z	1	900000000000207008	450994008	9991008	
c430cf20-db08-424a-b22a-ccfaa20b0732	20130426T063335Z	1	900000000000207008	450994008	60862001	
b396d177-80e8-493b-bf3a-b7724a1d44a1	20130426T063335Z	1	900000000000207008	450994008	6383007	
7edd19d6-584d-400c-9d3e-525b20bb7dcf	20130426T063335Z	1	900000000000207008	450994008	444827008	
76c62b16-83be-4889-93d6-8a9191ff2414	20130426T063335Z	1	900000000000207008	450994008	279038004	
089c84ae-3aee-4560-bd70-809c0e613daf	20130426T063335Z	1	900000000000207008	450994008	302228007	
7a2ed040-906f-4fe3-8477-73d4a99112af	20130426T063335Z	1	900000000000207008	450994008	263897001	
cec49edd-5be4-4899-ad3f-ca30332b0d17	20130426T063335Z	1	900000000000207008	450994008	161831008	
982490dd-a5ff-4157-9381-3c322b969226	20130426T063335Z	1	900000000000207008	450994008	309587003	
58e53d82-abf7-410d-896a-dad11f7351f2	20130426T063335Z	1	900000000000207008	450994008	314109004	
7e54f89f-86f9-4a10-a93e-13c885816ac4	20130426T063335Z	1	900000000000207008	450994008	301355003	
9b7740ad-d34b-4360-a596-7fcfa1aa2704	20130426T063335Z	1	900000000000207008	450994008	68235000	
f6f7d49f-b097-4d54-b6a7-f8b97799a4cd	20130426T063335Z	1	900000000000207008	450994008	271789005	
4c56902f-d72b-4c7f-a02d-5c16424742d9	20130426T063335Z	1	900000000000207008	450994008	166816003	
c1f9c59c-57f2-4497-b4e9-9edd3925e4b7	20130426T063335Z	1	900000000000207008	450994008	5935008	
75cdb305-febf-4158-af82-99f8effe764c	20130426T063335Z	1	900000000000207008	450994008	161112004	
b2672736-5a37-492c-b587-90aeddb16d83	20130426T063335Z	1	900000000000207008	450994008	297989000	
cf7f7fe7-227b-43a8-9ed1-6c01e0756003	20130426T063335Z	1	900000000000207008	450994008	74323005	
5cf2e007-8ca1-4b1a-b27c-90fdbbdaa18d	20130426T063335Z	1	900000000000207008	450994008	249475006	
d45916d3-f1fd-489f-9755-9d563e6f3176	20130426T063335Z	1	900000000000207008	450994008	28332004	
72747a49-93fc-4b13-bacb-f3b6857c9053	20130426T063335Z	1	900000000000207008	450994008	18165001	
2332dea8-276e-4758-9308-deceede494b6	20130426T063335Z	1	900000000000207008	450994008	160837000	
1a41518c-7711-4c20-a5c5-7bc5a228f80c	20130426T063335Z	1	900000000000207008	450994008	248491001	
2b245145-91b8-4c3c-bd32-1a2e5441140e	20130426T063335Z	1	900000000000207008	450994008	162346006	
c25b3dff-6fdc-40bb-ad93-a8b875b86e5d	20130426T063335Z	1	900000000000207008	450994008	289903006	
8f10a4c6-0451-486d-8f0a-012c74660f05	20130426T063335Z	1	900000000000207008	450994008	43381005	
5cd41230-28d6-4722-be22-b6d6820ffac2	20130426T063335Z	1	900000000000207008	450994008	71315007	
5449ddb7-dd1b-407c-aafa-1dc5c7f6a5d8	20130426T063335Z	1	900000000000207008	450994008	184005004	
e85021d0-de54-411a-b575-ad3d45dbd203	20130426T063335Z	1	900000000000207008	450994008	249966004	
ec1b5341-2735-40f5-872e-dcdf974d92f4	20130426T063335Z	1	900000000000207008	450994008	162031009	
19db5432-2e76-49c3-84a6-f8158215f765	20130426T063335Z	1	900000000000207008	450994008	73063007	
a9378ecd-c6bc-4268-bc64-939e9e71fbb1	20130426T063335Z	1	900000000000207008	450994008	161719001	
af69cba2-d773-4cb2-a6b0-0b1e760fd4c9	20130426T063335Z	1	900000000000207008	450994008	45326000	
ea498484-f7ee-42d4-9621-1410b4157882	20130426T063335Z	1	900000000000207008	450994008	386808001	
ac5b66e8-b503-46a6-8561-2653fd32ae81	20130426T063335Z	1	900000000000207008	450994008	278528006	
456fee19-9341-4060-b7ee-d0272e149cbc	20130426T063335Z	1	900000000000207008	450994008	183644000	
9bce5263-b1e6-4454-8340-da9e05b8d984	20130426T063335Z	1	900000000000207008	450994008	34563004	
1e2f801c-62dd-4ac6-897a-363d970640c8	20130426T063335Z	1	900000000000207008	450994008	23287003	
117448e8-8125-4717-b02d-388997b9ab28	20130426T063335Z	1	900000000000207008	450994008	21801002	
b3d96c83-74c2-4a89-90a0-69fce06419d0	20130426T063335Z	1	900000000000207008	450994008	6744007	
bcbb1ea6-30c1-4cf2-943a-bea8324d5df3	20130426T063335Z	1	900000000000207008	450994008	2472002	
5eca17cb-8b0f-406a-826c-bcc4de956770	20130426T063335Z	1	900000000000207008	450994008	47004009	
cf9f9a8a-148e-4438-af9c-4fe8d4399cef	20130426T063335Z	1	900000000000207008	450994008	371030007	
33e2eef4-8578-490d-b9d6-9742ebd730c3	20130426T063335Z	1	900000000000207008	450994008	40144003	
7598d399-4b87-49a9-be68-fa846e078ff5	20130426T063335Z	1	900000000000207008	450994008	161152002	
69e94e3a-f2ea-4822-ad2a-0c62e32543dc	20130426T063335Z	1	900000000000207008	450994008	16331000	
bd661794-d67d-4746-88d9-00e560472cf9	20130426T063335Z	1	900000000000207008	450994008	81935006	
f51aa9ab-f7a6-4a8b-a7b1-209dc24e78f6	20130426T063335Z	1	900000000000207008	450994008	162278001	
7e7ad1b0-c4ac-4f8d-a65b-3c81b45fb154	20130426T063335Z	1	900000000000207008	450994008	235871004	
56e087e1-7794-4338-9b16-7824b09febf7	20130426T063335Z	1	900000000000207008	450994008	277843001	
fd533ace-d2fb-4b3c-86b0-f36f61aa4962	20130426T063335Z	1	900000000000207008	450994008	271835004	
39012a4a-084b-41e8-b95a-3d0c5bc7a700	20130426T063335Z	1	900000000000207008	450994008	247866008	
5805fe46-7cea-44b7-97ff-fe77d32b8f3b	20130426T063335Z	1	900000000000207008	450994008	28442001	
3a55967d-2ba5-425d-bbc9-60bd510576fc	20130426T063335Z	1	900000000000207008	450994008	131148009	
a90f5766-a0b0-47b0-9b3d-1fa430c71a44	20130426T063335Z	1	900000000000207008	450994008	403593004	
53305813-e40a-4ae0-8227-b02c50471cf6	20130426T063335Z	1	900000000000207008	450994008	102570003	
65e0e8b0-cc28-4cb9-b195-8c4bb5be9b9a	20130426T063335Z	1	900000000000207008	450994008	7011001	
8a2aed38-9ab1-4297-9858-0c44e84763ff	20130426T063335Z	1	900000000000207008	450994008	202487003	
90249c01-2589-4968-b2b4-e54882def84b	20130426T063335Z	1	900000000000207008	450994008	29399001	
695afa11-3e42-4d8b-8bbf-43a4f5f41857	20130426T063335Z	1	900000000000207008	450994008	279062009	
382e8632-a2ad-496a-93a5-0dcbf5ab8735	20130426T063335Z	1	900000000000207008	450994008	26079004	
33bf7b78-ca28-4fab-9689-1cf6c7108e31	20130426T063335Z	1	900000000000207008	450994008	81877007	
002e3f15-c537-4778-9a23-aba390dcea9f	20130426T063335Z	1	900000000000207008	450994008	102912007	
0389564a-721c-4baf-af20-662d140d1dc9	20130426T063335Z	1	900000000000207008	450994008	45177002	
0c9f8124-fe91-48d8-a806-f1eff6f32831	20130426T063335Z	1	900000000000207008	450994008	44169009	
7262cc22-1862-4378-8a7c-c4e4bfd11cee	20130426T063335Z	1	900000000000207008	450994008	77880009	
be358033-ff50-4966-b171-23461fee4aac	20130426T063335Z	1	900000000000207008	450994008	60119000	
f1fd287d-7a00-4329-9953-ccae2c50a274	20130426T063335Z	1	900000000000207008	450994008	7973008	
8c8b69d6-b9e8-4813-8c01-fb37863f86a5	20130426T063335Z	1	900000000000207008	450994008	60845006	
bcf385a7-9d97-422d-9124-554732966a92	20130426T063335Z	1	900000000000207008	450994008	73595000	
510d3173-bf7e-4919-b279-7c6792f3ba6c	20130426T063335Z	1	900000000000207008	450994008	88111009	
1c6b4196-b928-4560-9b3e-a31868b0449a	20130426T063335Z	1	900000000000207008	450994008	161947006	
579ff82e-07a9-4675-8006-9c745226c977	20130426T063335Z	1	900000000000207008	450994008	246679005	
b2c2f9e9-9019-461e-af59-1651a434e9a0	20130426T063335Z	1	900000000000207008	450994008	18963009	
32f3adec-d5eb-4a86-a2e3-991604dbca38	20130426T063335Z	1	900000000000207008	450994008	15037002	
1dd18837-bef2-40d6-8580-06c2499bf602	20130426T063335Z	1	900000000000207008	450994008	301358001	
86566273-b418-42c7-8469-62735aceb029	20130426T063335Z	1	900000000000207008	450994008	160962004	
ec349841-1831-4c3f-ab68-e5905e898141	20130426T063335Z	1	900000000000207008	450994008	161876008	
1986b686-3098-4c00-b992-7d93c165afb6	20130426T063335Z	1	900000000000207008	450994008	28998008	
ce9b96f6-4c55-4428-8a02-93d6af5e8569	20130426T063335Z	1	900000000000207008	450994008	90673000	
61b578db-03d0-45c1-a6c8-cb6baeea4dbc	20130426T063335Z	1	900000000000207008	450994008	232209000	
2cf5d109-a122-4efe-a17a-4fb269b7a62a	20130426T063335Z	1	900000000000207008	450994008	267052005	
72cb7ddf-3122-45ea-ad3e-73289c91ee36	20130426T063335Z	1	900000000000207008	450994008	134407002	
2c615823-e80a-41a2-ad0d-ffc2301ff18e	20130426T063335Z	1	900000000000207008	450994008	274672009	
28d3633b-8c87-4d36-8097-9d8c00e1593b	20130426T063335Z	1	900000000000207008	450994008	398064005	
cca27b86-2af5-4292-9e72-df6560a806c3	20130426T063335Z	1	900000000000207008	450994008	373904004	
dbd6ed89-1b2d-474d-9f7b-18cba17c3b4b	20130426T063335Z	1	900000000000207008	450994008	48188009	
1e2001b6-3525-4c59-8392-e4f1d0cce970	20130426T063335Z	1	900000000000207008	450994008	169477005	
afefa565-bbdc-4510-a91b-57f7e2502916	20130426T063335Z	1	900000000000207008	450994008	274668005	
4ea3c57e-afc0-43c1-a56e-24688ce8f928	20130426T063335Z	1	900000000000207008	450994008	183997009	
088c85ed-bc2b-4e95-a8e6-1556b671e3d2	20130426T063335Z	1	900000000000207008	450994008	9957009	
b5494ccc-8b8d-466c-a750-2246e5eed89a	20130426T063335Z	1	900000000000207008	450994008	162143008	
4167b3af-ba95-43b3-a3d8-baa6d17ca42d	20130426T063335Z	1	900000000000207008	450994008	281050002	
e71086d2-5966-4328-9b4c-ee23bcd4b2e6	20130426T063335Z	1	900000000000207008	450994008	42984000	
171bbba8-f2d8-4480-8eba-50dd7de206aa	20130426T063335Z	1	900000000000207008	450994008	34615008	
3b27b476-31dc-48ff-a5b7-42f24e99a2a8	20130426T063335Z	1	900000000000207008	450994008	373717006	
9e0f3c3e-0110-4e1e-b320-f68a740902d9	20130426T063335Z	1	900000000000207008	450994008	41497008	
bec372b7-63f3-4366-9701-3edadc484a53	20130426T063335Z	1	900000000000207008	450994008	299703001	
85d42f95-6de0-478f-993e-dfb16c9ea750	20130426T063335Z	1	900000000000207008	450994008	22268004	
374bc675-9154-4819-9187-b967007dca32	20130426T063335Z	1	900000000000207008	450994008	247350000	
8b148b8e-c4c9-41c4-b1b5-bb3060a92836	20130426T063335Z	1	900000000000207008	450994008	268470003	
c1b31243-7229-482d-9b5f-a5db7c8aa6db	20130426T063335Z	1	900000000000207008	450994008	79879001	
bb7ab53f-463a-43d6-8787-2677f100e208	20130426T063335Z	1	900000000000207008	450994008	304213008	
82725456-55ac-490a-b229-e1cdf48d6974	20130426T063335Z	1	900000000000207008	450994008	81712001	
8de804b4-f6d4-4bd3-93fb-80bef65f8bb7	20130426T063335Z	1	900000000000207008	450994008	169491004	
14e49e4b-0c90-4a1b-a30f-30e9f446e637	20130426T063335Z	1	900000000000207008	450994008	266601003	
80de933d-6134-40a2-8ce4-8820d0580f7e	20130426T063335Z	1	900000000000207008	450994008	281058009	
bae87943-5171-4e1a-9ce8-f3398f19780a	20130426T063335Z	1	900000000000207008	450994008	102588006	
